latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
39.58818,-75.63551,303.4,0.48,0.4,2018-07-14,0636,N,nominal,1.0NRT,292,1.4,N
39.5845,-75.63624,306.4,0.48,0.4,2018-07-14,0636,N,nominal,1.0NRT,292,1.4,N
39.42316,-74.54259,302.6,0.44,0.38,2018-07-14,0636,N,nominal,1.0NRT,285.8,0.6,N
39.48512,-84.38648,314.3,0.44,0.63,2018-07-14,0636,N,nominal,1.0NRT,291.7,1.4,N
39.47409,-84.40333,313.2,0.44,0.63,2018-07-14,0636,N,nominal,1.0NRT,292.1,1.8,N
39.46759,-84.38784,301.7,0.44,0.63,2018-07-14,0636,N,nominal,1.0NRT,290.3,0.7,N
39.01908,-78.33326,303.1,0.42,0.45,2018-07-14,0636,N,nominal,1.0NRT,288.9,1.1,N
39.08108,-79.6919,300.5,0.49,0.49,2018-07-14,0636,N,nominal,1.0NRT,287.1,0.7,N
38.77721,-79.39121,298.2,0.47,0.48,2018-07-14,0636,N,nominal,1.0NRT,286.7,0.8,N
39.00017,-87.7278,305.8,0.66,0.73,2018-07-14,0636,N,nominal,1.0NRT,291.5,2.4,N
38.99993,-87.72553,303.1,0.66,0.73,2018-07-14,0636,N,nominal,1.0NRT,291.1,2.1,N
38.83525,-84.24035,327,0.43,0.62,2018-07-14,0636,N,nominal,1.0NRT,292.8,4.2,N
38.47945,-78.98542,301.1,0.45,0.47,2018-07-14,0636,N,nominal,1.0NRT,286.8,0.5,N
38.78205,-84.87833,302.6,0.47,0.64,2018-07-14,0636,N,nominal,1.0NRT,289.3,0.5,N
38.59684,-82.8317,314.9,0.36,0.57,2018-07-14,0636,N,nominal,1.0NRT,291.7,2.1,N
38.59658,-82.82747,304.9,0.36,0.57,2018-07-14,0636,N,nominal,1.0NRT,290.7,1.3,N
38.6217,-83.67132,307,0.4,0.6,2018-07-14,0636,N,nominal,1.0NRT,290.7,1.1,N
38.37751,-82.59475,304.1,0.35,0.57,2018-07-14,0636,N,nominal,1.0NRT,290.9,0.7,N
37.90305,-82.57589,300.9,0.34,0.56,2018-07-14,0636,N,nominal,1.0NRT,288.8,0.3,N
37.36843,-79.15092,313.5,0.44,0.46,2018-07-14,0636,N,nominal,1.0NRT,288.6,1.1,N
37.18082,-77.44801,307.9,0.54,0.42,2018-07-14,0636,N,nominal,1.0NRT,289.9,2.2,N
37.38278,-80.65974,315.5,0.53,0.5,2018-07-14,0636,N,nominal,1.0NRT,288.5,1.4,N
37.27206,-79.99975,301.6,0.49,0.49,2018-07-14,0636,N,nominal,1.0NRT,288.8,0.8,N
37.23618,-82.03419,301.9,0.63,0.54,2018-07-14,0636,N,nominal,1.0NRT,287.8,0.7,N
37.23164,-82.04201,305,0.63,0.54,2018-07-14,0636,N,nominal,1.0NRT,287.7,1.5,N
36.35747,-76.80692,311.9,0.5,0.41,2018-07-14,0636,N,nominal,1.0NRT,289.4,2.4,N
36.35373,-76.80759,302,0.5,0.41,2018-07-14,0636,N,nominal,1.0NRT,289.4,1.6,N
36.32897,-79.83085,318.3,0.47,0.48,2018-07-14,0636,N,nominal,1.0NRT,289.3,2.5,N
35.71305,-78.83737,300.9,0.41,0.45,2018-07-14,0636,N,nominal,1.0NRT,288.9,0.6,N
35.98005,-83.95936,311.7,0.39,0.6,2018-07-14,0636,N,nominal,1.0NRT,288.3,1.7,N
35.5061,-80.33218,301.2,0.49,0.48,2018-07-14,0636,N,nominal,1.0NRT,288.4,0.8,N
35.0848,-77.92211,301,0.54,0.42,2018-07-14,0636,N,nominal,1.0NRT,288.8,0.7,N
35.34141,-80.82613,307.1,0.52,0.5,2018-07-14,0636,N,nominal,1.0NRT,288.5,1.6,N
34.3761,-79.89002,302.8,0.45,0.47,2018-07-14,0636,N,nominal,1.0NRT,283.9,0.8,N
34.37397,-79.88694,303.4,0.45,0.47,2018-07-14,0636,N,nominal,1.0NRT,283.5,0.8,N
33.5431,-86.80732,301.3,0.55,0.68,2018-07-14,0636,N,nominal,1.0NRT,280.6,1.5,N
33.46647,-88.67001,320,0.69,0.75,2018-07-14,0636,N,nominal,1.0NRT,279.2,4.7,N
33.443,-88.57809,303.5,0.69,0.74,2018-07-14,0636,N,nominal,1.0NRT,277.8,3.4,N
33.44279,-88.57041,304,0.69,0.74,2018-07-14,0636,N,nominal,1.0NRT,277.7,1.6,N
33.46098,-88.66842,322.1,0.69,0.75,2018-07-14,0636,N,nominal,1.0NRT,279.6,4.3,N
33.44398,-88.57606,304.9,0.69,0.74,2018-07-14,0636,N,nominal,1.0NRT,278.3,1.7,N
33.43702,-88.57655,303.6,0.69,0.74,2018-07-14,0636,N,nominal,1.0NRT,278,1.7,N
33.21816,-86.79479,295.1,0.54,0.68,2018-07-14,0636,N,nominal,1.0NRT,271.9,1.3,N
32.85909,-82.38872,308.2,0.6,0.53,2018-07-14,0636,N,nominal,1.0NRT,288.2,2.4,N
33.10165,-86.80451,298.4,0.54,0.68,2018-07-14,0636,N,nominal,1.0NRT,280.1,2.3,N
32.82812,-82.75388,303.4,0.63,0.54,2018-07-14,0636,N,nominal,1.0NRT,288.2,1.1,N
33.09348,-86.81,300.3,0.54,0.68,2018-07-14,0636,N,nominal,1.0NRT,283.4,1.4,N
33.09318,-86.80406,298.9,0.54,0.68,2018-07-14,0636,N,nominal,1.0NRT,283.1,1.4,N
32.81728,-85.22314,298.9,0.44,0.62,2018-07-14,0636,N,nominal,1.0NRT,273,0.6,N
31.79106,-86.32461,299.5,0.5,0.65,2018-07-14,0636,N,nominal,1.0NRT,270.9,3.7,N
31.15355,-87.98539,307.6,0.61,0.71,2018-07-14,0636,N,nominal,1.0NRT,291.3,1.7,N
31.1469,-87.9859,305.9,0.61,0.71,2018-07-14,0636,N,nominal,1.0NRT,291,1.7,N
31.14939,-87.98457,312.6,0.61,0.71,2018-07-14,0636,N,nominal,1.0NRT,291,4.2,N
30.92341,-86.29942,303.3,0.49,0.65,2018-07-14,0636,N,nominal,1.0NRT,290.2,0.5,N
30.91736,-86.29996,301.3,0.49,0.65,2018-07-14,0636,N,nominal,1.0NRT,289.4,0.5,N
30.94066,-88.01746,308.5,0.61,0.71,2018-07-14,0636,N,nominal,1.0NRT,289.9,2.6,N
30.94038,-88.01088,303.8,0.61,0.71,2018-07-14,0636,N,nominal,1.0NRT,289.8,2.1,N
30.94308,-88.01295,307.9,0.61,0.71,2018-07-14,0636,N,nominal,1.0NRT,290,1.8,N
30.93643,-88.01342,311.7,0.61,0.71,2018-07-14,0636,N,nominal,1.0NRT,289.6,1.7,N
30.06875,-83.52325,307.8,0.32,0.55,2018-07-14,0636,N,nominal,1.0NRT,288.5,0.9,N
30.33928,-88.49044,307.1,0.65,0.73,2018-07-14,0636,N,nominal,1.0NRT,290,5.8,N
30.34426,-88.48893,307.2,0.64,0.72,2018-07-14,0636,N,nominal,1.0NRT,290.1,3.8,N
29.01461,-82.64227,305.1,0.56,0.51,2018-07-14,0636,N,nominal,1.0NRT,290,1.2,N
29.01494,-82.64245,306.3,0.56,0.51,2018-07-14,0636,N,nominal,1.0NRT,289.8,1.6,N
48.25315,-79.02184,320.2,0.36,0.58,2018-07-14,0812,N,nominal,1.0NRT,285.2,1.9,N
47.38495,-80.37019,299.4,0.34,0.56,2018-07-14,0812,N,nominal,1.0NRT,287.9,0.7,N
47.38119,-80.37685,299,0.34,0.56,2018-07-14,0812,N,nominal,1.0NRT,287.7,1,N
49.92542,-101.11275,300.7,0.42,0.45,2018-07-14,0812,N,nominal,1.0NRT,289.7,0.8,N
46.51652,-84.39637,310.5,0.48,0.48,2018-07-14,0812,N,nominal,1.0NRT,290.3,1.5,N
47.56617,-92.62515,308.1,0.39,0.36,2018-07-14,0812,N,nominal,1.0NRT,290.9,1.2,N
48.51972,-103.25319,301.7,0.5,0.49,2018-07-14,0812,N,nominal,1.0NRT,290.4,0.5,N
48.40037,-103.32726,314.4,0.51,0.49,2018-07-14,0812,N,nominal,1.0NRT,291.3,1.7,N
48.40308,-103.44103,303,0.51,0.5,2018-07-14,0812,N,nominal,1.0NRT,290.3,0.7,N
48.40083,-103.40588,308.1,0.51,0.49,2018-07-14,0812,N,nominal,1.0NRT,289.8,2,N
48.3985,-103.44188,306.4,0.51,0.5,2018-07-14,0812,N,nominal,1.0NRT,289.9,0.7,N
48.40097,-103.32732,313.6,0.51,0.49,2018-07-14,0812,N,nominal,1.0NRT,291.4,1.3,N
48.40184,-103.40581,308.9,0.51,0.49,2018-07-14,0812,N,nominal,1.0NRT,290.3,0.7,N
48.40065,-103.45564,301.7,0.51,0.5,2018-07-14,0812,N,nominal,1.0NRT,290.3,0.4,N
48.39969,-103.4417,310.4,0.51,0.49,2018-07-14,0812,N,nominal,1.0NRT,290.4,1.5,N
48.34383,-103.57983,313.4,0.52,0.5,2018-07-14,0812,N,nominal,1.0NRT,292,1.7,N
48.24098,-102.89503,308.2,0.48,0.48,2018-07-14,0812,N,nominal,1.0NRT,290.7,1,N
48.19619,-103.43641,302.6,0.51,0.49,2018-07-14,0812,N,nominal,1.0NRT,291,0.3,N
48.17215,-103.21046,306.8,0.5,0.49,2018-07-14,0812,N,nominal,1.0NRT,291.9,2.2,N
48.16807,-103.21795,301.7,0.5,0.49,2018-07-14,0812,N,nominal,1.0NRT,291.4,1,N
25.71911,-100.29647,330.4,0.38,0.36,2018-07-14,0824,N,nominal,1.0NRT,295,1.8,N
25.72032,-100.30408,318.9,0.38,0.36,2018-07-14,0824,N,nominal,1.0NRT,295.3,4.4,N
25.71581,-100.2971,307.7,0.38,0.36,2018-07-14,0824,N,nominal,1.0NRT,293.3,1.8,N
25.6978,-100.26922,310.1,0.38,0.36,2018-07-14,0824,N,nominal,1.0NRT,294.8,1.8,N
25.69934,-100.30031,306.9,0.38,0.36,2018-07-14,0824,N,nominal,1.0NRT,294.7,1.6,N
25.69874,-100.2965,309.2,0.38,0.36,2018-07-14,0824,N,nominal,1.0NRT,294.8,1.6,N
25.59128,-99.94404,310.8,0.39,0.36,2018-07-14,0824,N,nominal,1.0NRT,296.6,1.9,N
25.58282,-99.93388,338.3,0.39,0.36,2018-07-14,0824,N,nominal,1.0NRT,296.3,9.7,N
25.61209,-100.86729,308.6,0.38,0.36,2018-07-14,0824,N,nominal,1.0NRT,291.1,1.1,N
25.60327,-100.91987,311.4,0.38,0.36,2018-07-14,0824,N,nominal,1.0NRT,290.2,1.3,N
25.60056,-100.92429,300.8,0.38,0.36,2018-07-14,0824,N,nominal,1.0NRT,290.4,0.7,N
25.30025,-99.57591,309.3,0.39,0.36,2018-07-14,0824,N,nominal,1.0NRT,293.9,0.9,N
25.64046,-103.43628,303.9,0.44,0.38,2018-07-14,0824,N,nominal,1.0NRT,291.7,0.8,N
25.48799,-103.39739,309.8,0.44,0.38,2018-07-14,0824,N,nominal,1.0NRT,295.6,1.6,N
25.41783,-108.1568,336.4,0.52,0.5,2018-07-14,0824,N,nominal,1.0NRT,288.9,5.8,N
25.41729,-108.15159,309,0.52,0.5,2018-07-14,0824,N,nominal,1.0NRT,288.3,2.9,N
24.43206,-107.3489,305.9,0.45,0.47,2018-07-14,0824,N,nominal,1.0NRT,292.5,1.8,N
22.26385,-97.80553,301.4,0.47,0.4,2018-07-14,0824,N,nominal,1.0NRT,276.6,0.8,N
22.23592,-98.02534,298.3,0.46,0.39,2018-07-14,0824,N,nominal,1.0NRT,273,0.9,N
22.04404,-98.86923,314.1,0.43,0.38,2018-07-14,0824,N,nominal,1.0NRT,290.4,1.9,N
21.98708,-98.95996,305.1,0.43,0.38,2018-07-14,0824,N,nominal,1.0NRT,291.5,1.1,N
19.59295,-92.20306,306.6,0.37,0.58,2018-07-14,0824,N,nominal,1.0NRT,291.1,1.1,N
19.60052,-92.29026,334.5,0.37,0.58,2018-07-14,0824,N,nominal,1.0NRT,290.9,2,N
19.60127,-92.29376,309.5,0.37,0.58,2018-07-14,0824,N,nominal,1.0NRT,291.1,2,N
19.56726,-92.23907,332.9,0.37,0.58,2018-07-14,0824,N,nominal,1.0NRT,291.4,3.7,N
19.5665,-92.23553,367,0.37,0.58,2018-07-14,0824,N,high,1.0NRT,291.8,6.5,N
19.56803,-92.24261,306.5,0.37,0.58,2018-07-14,0824,N,nominal,1.0NRT,291.3,3.7,N
19.52231,-92.18643,309.2,0.38,0.58,2018-07-14,0824,N,nominal,1.0NRT,290.8,0.5,N
19.51527,-92.15428,308.7,0.38,0.59,2018-07-14,0824,N,nominal,1.0NRT,291.1,1.1,N
19.52477,-92.1852,305.8,0.38,0.58,2018-07-14,0824,N,nominal,1.0NRT,290.6,0.4,N
19.44193,-92.03409,313.7,0.39,0.59,2018-07-14,0824,N,nominal,1.0NRT,291.3,2,N
19.43656,-92.03539,326.2,0.39,0.59,2018-07-14,0824,N,nominal,1.0NRT,291.6,2,N
19.42299,-92.07709,312.2,0.38,0.59,2018-07-14,0824,N,nominal,1.0NRT,291.1,2.4,N
19.39814,-92.04083,342.9,0.39,0.59,2018-07-14,0824,N,nominal,1.0NRT,291.5,5.2,N
19.39894,-92.04449,307.6,0.39,0.59,2018-07-14,0824,N,nominal,1.0NRT,291.3,5.7,N
19.39276,-92.04213,367,0.39,0.59,2018-07-14,0824,N,high,1.0NRT,292,5.2,N
19.39356,-92.04578,316.5,0.39,0.59,2018-07-14,0824,N,nominal,1.0NRT,290.9,5.7,N
19.39196,-92.03846,308.3,0.39,0.59,2018-07-14,0824,N,nominal,1.0NRT,291,5.2,N
19.39747,-92.04159,353.2,0.39,0.59,2018-07-14,0824,N,nominal,1.0NRT,291.5,7.3,N
19.39209,-92.0429,367,0.39,0.59,2018-07-14,0824,N,high,1.0NRT,291.8,5.7,N
19.39287,-92.04657,309.8,0.39,0.59,2018-07-14,0824,N,nominal,1.0NRT,290.8,6.1,N
19.39132,-92.03922,314.7,0.39,0.59,2018-07-14,0824,N,nominal,1.0NRT,290.8,5.7,N
20.46102,-97.54375,306,0.51,0.41,2018-07-14,0824,N,nominal,1.0NRT,286.1,0.4,N
19.36735,-92.00634,324.1,0.39,0.59,2018-07-14,0824,N,nominal,1.0NRT,291.1,3.5,N
20.47729,-97.67704,300.6,0.5,0.41,2018-07-14,0824,N,nominal,1.0NRT,286.8,0.2,N
20.36025,-97.42166,308,0.52,0.42,2018-07-14,0824,N,nominal,1.0NRT,289,0.8,N
20.36163,-97.42314,307.1,0.52,0.42,2018-07-14,0824,N,nominal,1.0NRT,288.8,0.6,N
19.2436,-92.25294,326.2,0.38,0.59,2018-07-14,0824,N,nominal,1.0NRT,291.4,5.2,N
18.72979,-90.10847,306.5,0.53,0.67,2018-07-14,0824,N,nominal,1.0NRT,289.9,1.4,N
20.58045,-101.17063,317.9,0.39,0.36,2018-07-14,0824,N,nominal,1.0NRT,284.8,1.9,N
20.57926,-101.16327,305.9,0.39,0.36,2018-07-14,0824,N,nominal,1.0NRT,283.6,0.6,N
20.57715,-101.17124,333.4,0.39,0.36,2018-07-14,0824,N,nominal,1.0NRT,285.2,3,N
20.57563,-101.18288,299.7,0.39,0.36,2018-07-14,0824,N,nominal,1.0NRT,285.8,1.2,N
20.52648,-100.92207,329.6,0.39,0.36,2018-07-14,0824,N,nominal,1.0NRT,283.5,4.2,N
20.52709,-100.92577,298,0.39,0.36,2018-07-14,0824,N,nominal,1.0NRT,281.8,2.6,N
20.52411,-100.9257,328.7,0.39,0.36,2018-07-14,0824,N,nominal,1.0NRT,282.4,3.7,N
20.52352,-100.922,320.9,0.39,0.36,2018-07-14,0824,N,nominal,1.0NRT,282.7,6.4,N
20.5208,-100.92631,303.2,0.39,0.36,2018-07-14,0824,N,nominal,1.0NRT,282,3.7,N
20.05099,-99.2889,296.8,0.43,0.38,2018-07-14,0824,N,nominal,1.0NRT,273.7,0.9,N
20.03008,-99.27197,297.1,0.43,0.38,2018-07-14,0824,N,nominal,1.0NRT,274.7,0.9,N
19.99654,-99.20892,301,0.44,0.38,2018-07-14,0824,N,nominal,1.0NRT,276.6,1.1,N
18.64212,-92.17065,328.3,0.39,0.59,2018-07-14,0824,N,nominal,1.0NRT,287.5,3.1,N
18.64291,-92.17437,310.8,0.39,0.59,2018-07-14,0824,N,nominal,1.0NRT,287.8,2.5,N
20.63826,-103.34051,304.4,0.4,0.37,2018-07-14,0824,N,nominal,1.0NRT,287.3,0.6,N
20.60121,-103.34662,300.3,0.4,0.37,2018-07-14,0824,N,nominal,1.0NRT,288.3,0.9,N
19.74928,-98.60081,295.5,0.47,0.39,2018-07-14,0824,N,nominal,1.0NRT,281.8,0.7,N
19.74569,-98.60152,300.9,0.47,0.39,2018-07-14,0824,N,nominal,1.0NRT,281.5,0.7,N
19.17456,-98.32074,295.8,0.49,0.4,2018-07-14,0824,N,nominal,1.0NRT,276.8,1,N
17.89377,-92.48988,309.2,0.39,0.59,2018-07-14,0824,N,nominal,1.0NRT,258.5,2.1,N
18.20392,-94.0053,309.5,0.61,0.53,2018-07-14,0824,N,nominal,1.0NRT,257.5,2.6,N
19.67381,-103.37545,314.7,0.4,0.37,2018-07-14,0824,N,nominal,1.0NRT,278.9,2.4,N
17.84209,-93.12091,331.5,0.35,0.57,2018-07-14,0824,N,nominal,1.0NRT,250.2,3.5,N
17.84141,-93.11759,326.7,0.35,0.57,2018-07-14,0824,N,nominal,1.0NRT,249.6,3.5,N
18.15245,-98.81621,300.8,0.48,0.4,2018-07-14,0824,N,nominal,1.0NRT,280.1,1.5,N
48.19705,-103.43471,303.4,0.51,0.49,2018-07-14,0818,N,nominal,1.0NRT,291.1,0.6,N
48.17185,-103.20918,310.1,0.5,0.49,2018-07-14,0818,N,nominal,1.0NRT,291.9,1.2,N
48.16781,-103.21664,302.5,0.5,0.49,2018-07-14,0818,N,nominal,1.0NRT,291.4,1,N
48.18314,-103.50134,304.8,0.51,0.5,2018-07-14,0818,N,nominal,1.0NRT,292.3,0.8,N
48.07863,-102.61388,314.3,0.47,0.47,2018-07-14,0818,N,nominal,1.0NRT,291.1,2.5,N
48.10873,-103.09127,302.7,0.49,0.49,2018-07-14,0818,N,nominal,1.0NRT,292.4,0.3,N
48.11095,-103.32279,302.4,0.5,0.49,2018-07-14,0818,N,nominal,1.0NRT,292.4,0.9,N
48.06011,-102.60414,306.2,0.47,0.47,2018-07-14,0818,N,nominal,1.0NRT,289.6,0.6,N
48.10367,-103.28304,305,0.5,0.49,2018-07-14,0818,N,nominal,1.0NRT,291.7,0.7,N
48.09686,-103.31818,304.6,0.5,0.49,2018-07-14,0818,N,nominal,1.0NRT,292,1,N
48.06133,-102.80508,302.5,0.48,0.48,2018-07-14,0818,N,nominal,1.0NRT,290.9,1.4,N
48.04117,-102.58849,302.5,0.47,0.47,2018-07-14,0818,N,nominal,1.0NRT,288,1.1,N
48.0512,-102.85215,311.4,0.48,0.48,2018-07-14,0818,N,nominal,1.0NRT,291.2,1.2,N
46.73044,-92.07796,321.1,0.4,0.37,2018-07-14,0818,N,nominal,1.0NRT,292.4,1.9,N
48.05612,-103.1203,309.7,0.49,0.49,2018-07-14,0818,N,nominal,1.0NRT,292.5,1.9,N
48.05301,-102.85171,310.2,0.48,0.48,2018-07-14,0818,N,nominal,1.0NRT,291.4,1.2,N
48.05933,-103.11942,313.3,0.49,0.49,2018-07-14,0818,N,nominal,1.0NRT,293.2,1.6,N
48.05994,-103.51958,303,0.51,0.5,2018-07-14,0818,N,nominal,1.0NRT,291.3,0.3,N
47.99165,-102.7515,303.4,0.47,0.48,2018-07-14,0818,N,nominal,1.0NRT,291.7,0.6,N
48.04162,-103.52301,303.5,0.51,0.5,2018-07-14,0818,N,nominal,1.0NRT,291,0.6,N
47.95842,-102.54527,299.3,0.46,0.47,2018-07-14,0818,N,nominal,1.0NRT,288.9,0.8,N
47.99573,-103.3895,304.3,0.5,0.49,2018-07-14,0818,N,nominal,1.0NRT,292,0.7,N
47.94191,-102.68243,325.9,0.47,0.48,2018-07-14,0818,N,nominal,1.0NRT,293.1,3,N
47.9345,-102.58124,326.5,0.46,0.47,2018-07-14,0818,N,nominal,1.0NRT,292.8,3.1,N
47.93173,-102.66496,324.2,0.47,0.48,2018-07-14,0818,N,nominal,1.0NRT,292.9,1.7,N
47.933,-102.66582,327.5,0.47,0.48,2018-07-14,0818,N,nominal,1.0NRT,293.3,2.5,N
47.90656,-102.72819,305.4,0.47,0.48,2018-07-14,0818,N,nominal,1.0NRT,292,0.7,N
47.90454,-102.76051,305.4,0.47,0.48,2018-07-14,0818,N,nominal,1.0NRT,292,1.3,N
47.90406,-102.75411,313.7,0.47,0.48,2018-07-14,0818,N,nominal,1.0NRT,292.2,1,N
47.90366,-102.93005,311.8,0.48,0.48,2018-07-14,0818,N,nominal,1.0NRT,290.7,1.3,N
47.86504,-102.41846,301.4,0.45,0.47,2018-07-14,0818,N,nominal,1.0NRT,290.2,0.5,N
47.87536,-102.66924,328.1,0.47,0.48,2018-07-14,0818,N,nominal,1.0NRT,292.7,2.7,N
47.87817,-102.70679,306.8,0.47,0.48,2018-07-14,0818,N,nominal,1.0NRT,292.2,0.7,N
47.8763,-102.6817,310.4,0.47,0.48,2018-07-14,0818,N,nominal,1.0NRT,291.9,0.8,N
47.90353,-103.24666,310.4,0.5,0.49,2018-07-14,0818,N,nominal,1.0NRT,290,0.6,N
47.95569,-104.11704,303.6,0.54,0.51,2018-07-14,0818,N,nominal,1.0NRT,292.6,0.4,N
47.87659,-103.12128,303.4,0.49,0.49,2018-07-14,0818,N,nominal,1.0NRT,291.9,0.6,N
47.82027,-102.52576,302.3,0.46,0.47,2018-07-14,0818,N,nominal,1.0NRT,291.3,0.5,N
47.81916,-102.57046,312.8,0.46,0.47,2018-07-14,0818,N,nominal,1.0NRT,291.4,1.2,N
47.83232,-102.87632,335.9,0.48,0.48,2018-07-14,0818,N,nominal,1.0NRT,292.7,6.3,N
47.83187,-102.86987,314.5,0.48,0.48,2018-07-14,0818,N,nominal,1.0NRT,291.4,4,N
47.81933,-102.57072,309.4,0.46,0.47,2018-07-14,0818,N,nominal,1.0NRT,290.8,0.9,N
47.81498,-102.57172,301.1,0.46,0.47,2018-07-14,0818,N,nominal,1.0NRT,288.5,0.9,N
47.83406,-102.8761,317,0.48,0.48,2018-07-14,0818,N,nominal,1.0NRT,291.7,2.2,N
47.83358,-102.86967,309.8,0.48,0.48,2018-07-14,0818,N,nominal,1.0NRT,291.4,2.2,N
47.82963,-102.87688,318,0.48,0.48,2018-07-14,0818,N,nominal,1.0NRT,290.6,2.2,N
47.82915,-102.87045,312.7,0.48,0.48,2018-07-14,0818,N,nominal,1.0NRT,290.8,2.2,N
47.84656,-103.22836,302,0.49,0.49,2018-07-14,0818,N,nominal,1.0NRT,291.2,0.3,N
47.80861,-102.77698,313.4,0.47,0.48,2018-07-14,0818,N,nominal,1.0NRT,291.5,0.9,N
47.78822,-102.62679,324.9,0.46,0.47,2018-07-14,0818,N,nominal,1.0NRT,292.2,2.5,N
47.82032,-103.11724,305.3,0.49,0.48,2018-07-14,0818,N,nominal,1.0NRT,292.3,0.7,N
47.81602,-103.05796,303.6,0.49,0.48,2018-07-14,0818,N,nominal,1.0NRT,292.5,0.9,N
47.81681,-103.13149,314.9,0.49,0.49,2018-07-14,0818,N,nominal,1.0NRT,292.3,1.7,N
47.79301,-102.92851,304.9,0.48,0.48,2018-07-14,0818,N,nominal,1.0NRT,292.1,0.6,N
47.79174,-103.03519,302.8,0.48,0.48,2018-07-14,0818,N,nominal,1.0NRT,291.7,0.4,N
47.78727,-103.03583,303,0.48,0.48,2018-07-14,0818,N,nominal,1.0NRT,291.7,0.4,N
47.75996,-103.03333,323.4,0.48,0.48,2018-07-14,0818,N,nominal,1.0NRT,292.3,1.5,N
47.7286,-102.9723,304,0.48,0.48,2018-07-14,0818,N,nominal,1.0NRT,291.5,0.4,N
47.73111,-102.97102,302.3,0.48,0.48,2018-07-14,0818,N,nominal,1.0NRT,291.5,0.5,N
47.63143,-102.96265,310.2,0.48,0.48,2018-07-14,0818,N,nominal,1.0NRT,292.7,1.1,N
47.62697,-102.96324,305.7,0.48,0.48,2018-07-14,0818,N,nominal,1.0NRT,292.6,1.1,N
47.62891,-102.96293,314.7,0.48,0.48,2018-07-14,0818,N,nominal,1.0NRT,293.3,1.4,N
47.58926,-102.56588,311.1,0.46,0.47,2018-07-14,0818,N,nominal,1.0NRT,290.2,0.6,N
47.58847,-102.90321,319.5,0.48,0.48,2018-07-14,0818,N,nominal,1.0NRT,293.2,1.3,N
47.55544,-102.76047,302.4,0.47,0.48,2018-07-14,0818,N,nominal,1.0NRT,290.3,0.5,N
47.53767,-102.70151,306.5,0.46,0.47,2018-07-14,0818,N,nominal,1.0NRT,291.2,1,N
47.47484,-102.62392,304.9,0.46,0.47,2018-07-14,0818,N,nominal,1.0NRT,289.3,1,N
47.47047,-102.62463,303.9,0.46,0.47,2018-07-14,0818,N,nominal,1.0NRT,289,1.3,N
47.46999,-102.61849,319.2,0.46,0.47,2018-07-14,0818,N,nominal,1.0NRT,289.1,1.3,N
47.48666,-102.89388,302.9,0.47,0.48,2018-07-14,0818,N,nominal,1.0NRT,289.8,2.7,N
46.52821,-95.51242,310.3,0.39,0.36,2018-07-14,0818,N,nominal,1.0NRT,289.6,0.9,N
43.06992,-80.85952,299.9,0.43,0.62,2018-07-14,0818,N,nominal,1.0NRT,286.8,1.4,N
44.78783,-93.05487,310.9,0.39,0.36,2018-07-14,0818,N,nominal,1.0NRT,289.5,0.6,N
41.75153,-81.28139,302.6,0.45,0.63,2018-07-14,0818,N,nominal,1.0NRT,288.8,0.9,N
41.75151,-81.28217,304.3,0.45,0.63,2018-07-14,0818,N,nominal,1.0NRT,288.5,1,N
45.81416,-108.43398,304.7,0.42,0.61,2018-07-14,0818,N,nominal,1.0NRT,292.4,1.4,N
45.81277,-108.43476,304.3,0.42,0.61,2018-07-14,0818,N,nominal,1.0NRT,292.3,1.3,N
41.21603,-80.51241,307.7,0.51,0.66,2018-07-14,0818,N,nominal,1.0NRT,287.6,1.9,N
41.46356,-81.67627,325.1,0.44,0.62,2018-07-14,0818,N,nominal,1.0NRT,286.4,1.6,N
41.46212,-81.67136,319.2,0.44,0.62,2018-07-14,0818,N,nominal,1.0NRT,286.6,1.6,N
41.45813,-81.67911,307.6,0.44,0.62,2018-07-14,0818,N,nominal,1.0NRT,286.1,1.6,N
41.4567,-81.6742,302.5,0.44,0.62,2018-07-14,0818,N,nominal,1.0NRT,286.5,1.6,N
41.45126,-81.67701,340,0.44,0.62,2018-07-14,0818,N,nominal,1.0NRT,289,5,N
44.21317,-93.84985,313.1,0.39,0.36,2018-07-14,0818,N,nominal,1.0NRT,290.2,0.7,N
45.63246,-109.23318,297.7,0.46,0.63,2018-07-14,0818,N,nominal,1.0NRT,276.7,0.6,N
45.62918,-109.23341,298.7,0.46,0.63,2018-07-14,0818,N,nominal,1.0NRT,275.6,0.4,N
41.46661,-83.36705,321.3,0.36,0.58,2018-07-14,0818,N,nominal,1.0NRT,289.8,1.2,N
41.46041,-83.36537,311.6,0.36,0.58,2018-07-14,0818,N,nominal,1.0NRT,288.6,1.2,N
40.39308,-79.85435,320.8,0.58,0.69,2018-07-14,0818,N,nominal,1.0NRT,288,2.4,N
40.3951,-79.86072,303.6,0.57,0.69,2018-07-14,0818,N,nominal,1.0NRT,288.1,2.4,N
40.39735,-79.85155,301.5,0.58,0.69,2018-07-14,0818,N,nominal,1.0NRT,287.3,1.5,N
40.39317,-79.86069,306.4,0.58,0.69,2018-07-14,0818,N,nominal,1.0NRT,287.9,3.8,N
40.39114,-79.85419,309.5,0.58,0.69,2018-07-14,0818,N,nominal,1.0NRT,288,1.5,N
